original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name_authorship,aligned_reason,update_reason,number_of_collapsed_taxa
Scolopia braunii,Scolopia braunii,Scolopia braunii,Scolopia braunii,Scolopia,species,APC,accepted,(Klotzsch) Sleumer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Senecio gunnii,Senecio gunnii,Senecio gunnii,Senecio gunnii,Senecio,species,APC,accepted,(Hook.f.) Belcher,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Senecio lautus,Senecio lautus,Senecio depressicola,Senecio depressicola [alternative possible names: Senecio eremicola (pro parte misapplied) | Senecio lacustrinus (pro parte misapplied) | Senecio pinnatifolius (pro parte misapplied) | Senecio pinnatifolius var. lanceolatus (pro parte misapplied) | Senecio pinnatifolius var. maritimus (pro parte misapplied) | Senecio spanomerus (pro parte misapplied) | Senecio spathulatus (pro parte misapplied) | Senecio australis (misapplied) | Senecio pinnatifolius (misapplied)],Senecio,species,APC,accepted,I.Thomps.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),pro parte misapplied,1
Senecio pectinatus,Senecio pectinatus,Senecio pectinatus,Senecio pectinatus,Senecio,species,APC,accepted,DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Senecio pinnatifolius,Senecio pinnatifolius,Senecio pinnatifolius,Senecio pinnatifolius [alternative possible names: Senecio spanomerus (doubtful pro parte taxonomic synonym) | Senecio depressicola (pro parte misapplied) | Senecio eremicola (pro parte misapplied) | Senecio lacustrinus (pro parte misapplied)],Senecio,species,APC,accepted,A.Rich.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Senecio pinnatifolius var. pleiocephalus,Senecio pinnatifolius var. pleiocephalus,Senecio pinnatifolius var. alpinus,Senecio pinnatifolius var. alpinus,Senecio,variety,APC,accepted,(Ali) I.Thomps.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Senna,Senna sp. [Senna],NA,Senna sp. [Senna],Senna,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Senna glutinosa subsp. charlesiana,Senna glutinosa subsp. charlesiana,Senna charlesiana,Senna charlesiana,Senna,subspecies,APC,accepted,(Symon) Randell,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Sida cordifolia,Sida cordifolia,Sida cordifolia,Sida cordifolia,Sida,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Sloanea woollsii,Sloanea woollsii,Sloanea woollsii,Sloanea woollsii,Sloanea,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum,Solanum sp. [Solanum],NA,Solanum sp. [Solanum],Solanum,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Solanum beaugleholei,Solanum beaugleholei,Solanum beaugleholei,Solanum beaugleholei,Solanum,species,APC,accepted,Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum centrale,Solanum centrale,Solanum centrale,Solanum centrale,Solanum,species,APC,accepted,J.M.Black,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum cinereum,Solanum cinereum,Solanum cinereum,Solanum cinereum,Solanum,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum cunninghamii,Solanum cunninghamii,Solanum cunninghamii,Solanum cunninghamii,Solanum,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum dioicum,Solanum dioicum,Solanum dioicum,Solanum dioicum,Solanum,species,APC,accepted,W.Fitzg.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum diversiflorum,Solanum diversiflorum,Solanum diversiflorum,Solanum diversiflorum,Solanum,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum eburneum,Solanum eburneum,Solanum eburneum,Solanum eburneum,Solanum,species,APC,accepted,Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum ellipticum,Solanum ellipticum,Solanum ellipticum,Solanum ellipticum [alternative possible names: Solanum callosum (pro parte misapplied) | Solanum lithophilum (pro parte misapplied)],Solanum,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Solanum esuriale,Solanum esuriale,Solanum esuriale,Solanum esuriale,Solanum,species,APC,accepted,Lindl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum furfuraceum,Solanum furfuraceum,Solanum furfuraceum,Solanum furfuraceum [alternative possible names: Solanum rixosum (pro parte misapplied)],Solanum,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Solanum hoplopetalum,Solanum hoplopetalum,Solanum hoplopetalum,Solanum hoplopetalum,Solanum,species,APC,accepted,Bitter & Summerh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum lasiophyllum,Solanum lasiophyllum,Solanum lasiophyllum,Solanum lasiophyllum,Solanum,species,APC,accepted,Dunal ex Poir.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum leopoldense,Solanum leopoldense,Solanum leopoldense,Solanum leopoldense,Solanum,species,APC,accepted,Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum lucani,Solanum lucani,Solanum lucani,Solanum lucani,Solanum,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum mauritianum,Solanum mauritianum,Solanum mauritianum,Solanum mauritianum,Solanum,species,APC,accepted,Scop.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum melongena,Solanum melongena,Solanum melongena,Solanum melongena,Solanum,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum nummularium,Solanum nummularium,Solanum nummularium,Solanum nummularium,Solanum,species,APC,accepted,S.Moore,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum parvifolium,Solanum parvifolium,Solanum parvifolium,Solanum parvifolium,Solanum,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum petrophilum,Solanum petrophilum,Solanum petrophilum,Solanum petrophilum [alternative possible names: Solanum eardleyae (pro parte misapplied) | Solanum lobatum (pro parte misapplied) | Solanum osteocarpum (pro parte misapplied) | Solanum pallidifolium (pro parte misapplied) | Solanum osteocarpum (misapplied) | Solanum pallidifolium (misapplied)],Solanum,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Solanum quadriloculatum,Solanum quadriloculatum,Solanum quadriloculatum,Solanum quadriloculatum,Solanum,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum sturtianum,Solanum sturtianum,Solanum sturtianum,Solanum sturtianum,Solanum,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum tuberosum,Solanum tuberosum,Solanum tuberosum,Solanum tuberosum,Solanum,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum tudununggae,Solanum tudununggae,Solanum tudununggae,Solanum tudununggae,Solanum,species,APC,accepted,Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Solanum verbasifolium,Solanum verbascifolium,Solanum erianthum,Solanum erianthum,Solanum,species,APC,accepted,D.Don,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),misapplied,NA
Stachys,Stachys sp. [Stachys],NA,Stachys sp. [Stachys],Stachys,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Stackhousia pulvinaris,Stackhousia pulvinaris,Stackhousia pulvinaris,Stackhousia pulvinaris,Stackhousia,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stemodia florulenta,Stemodia florulenta,Stemodia florulenta,Stemodia florulenta,Stemodia,species,APC,accepted,W.R.Barker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stemodia grossa,Stemodia grossa,Stemodia grossa,Stemodia grossa,Stemodia,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stenocarpus sinuatus,Stenocarpus sinuatus,Stenocarpus sinuatus,Stenocarpus sinuatus,Stenocarpus,species,APC,accepted,Endl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Sterculia,Sterculia sp. [Sterculia],NA,Sterculia sp. [Sterculia],Sterculia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Stipa,Stipa sp. [Stipa],NA,Stipa sp. [Stipa],NA,NA,APNI,unknown,NA,Exact match of the first word of the taxon name to an APNI-listed genus (2023-09-04),NA,NA
Stipa setacea,Stipa setacea,Austrostipa setacea,Austrostipa setacea,Austrostipa,species,APC,accepted,(R.Br.) S.W.L.Jacobs & J.Everett,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Stylidiaceae,Stylidiaceae sp. [Stylidiaceae],NA,Stylidiaceae sp. [Stylidiaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Stylidium,Stylidium sp. [Stylidium],NA,Stylidium sp. [Stylidium],Stylidium,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Stylidium armeria,Stylidium armeria,Stylidium armeria,Stylidium armeria,Stylidium,species,APC,accepted,(Labill.) Labill.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stylidium bulbiferum,Stylidium bulbiferum,Stylidium bulbiferum,Stylidium bulbiferum,Stylidium,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stylidium divaricatum,Stylidium divaricatum,Stylidium divaricatum,Stylidium divaricatum,Stylidium,species,APC,accepted,Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stylidium graminifolium,Stylidium graminifolium,Stylidium graminifolium,Stylidium graminifolium [alternative possible names: Stylidium armeria (pro parte misapplied) | Stylidium montanum (pro parte misapplied) | Stylidium armeria (misapplied) | Stylidium montanum (misapplied)],Stylidium,species,APC,accepted,Sw.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Stylidium hesperium,Stylidium hesperium,Stylidium hesperium,Stylidium hesperium,Stylidium,species,APC,accepted,Wege,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stylidium rigidulum,Stylidium rigidulum,Stylidium rigidulum,Stylidium rigidulum,Stylidium,species,APC,accepted,Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Stypandra glauca,Stypandra glauca,Stypandra glauca,Stypandra glauca,Stypandra,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Styphelia,Styphelia sp. [Styphelia],NA,Styphelia sp. [Styphelia],Styphelia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Swainsona,Swainsona sp. [Swainsona],NA,Swainsona sp. [Swainsona],Swainsona,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
